confirmed_tissue	manual_assign	Run	Assay.Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center.Name	Consent	DATASTORE.filetype	DATASTORE.provider	DATASTORE.region	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample.Name	SRA.Study	Cultivar	Tissue	Library.Name	geo_loc_name_country	geo_loc_name_country_continent	BioSampleModel	geo_loc_name	dev_stage	GEO_Accession..exp.	source_name	treatment	AGE	Replicate	Sample_Name	Collection_Date	ENA.FIRST.PUBLIC..run.	ENA.LAST.UPDATE..run.	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	INSDC_center_alias	collected_by	Ecotype	Isolate	Time_point	Genotype	Alias	ENA_checklist	Biomaterial_provider	SAMPLE_TYPE	geographic_location_.country_and.or_sea.	geographic_location_.latitude.	geographic_location_.longitude.	ENA.FIRST.PUBLIC	ENA.LAST.UPDATE	External_Id	Submitter_Id	common_name	year	Developmental_Stage	environment_.biome.	environment_.feature.	environment_.material.	Investigation_type	plant.associated_environmental_package	project_name	Sequencing_method	PHENOTYPE	sex	Temp	day_after_veraison	time_point_replicate	Isolation_source	lat_lon	disease	Stage	growth_protocol	growth_stage	culture_collection	Specimen_voucher	disease_stage	Cell_Line	Cell_type	Biological.Replicate	Population	vineyard	height_or_length	infection	inoculation	Clone	Crop	Description	tissue_type	Biorep	Experiment.1	tissue_position	resistant_to_powdery_mildew	TimePoint	disk	Rep_Number	treatment_description	geographic_location_.region_and_locality.	Strain	sub_species	geographical_area	Broker_name	culture_rooting_medium	isolation_and_growth_condition	organism_common_name	organism_part	plant_developmental_stage	plant_growth_medium	plant_structure	propagation	rooting_medium_macronutrients	subspecific_genetic_lineage_name	subspecific_genetic_lineage_rank	air_temperature_regimen	infect	light_regimen	rooting_conditions	rooting_medium_micronutrients	sample_health_state	BREED	ripening_stage	status	collection_timepoint	day_temp	night_temp	Sampling_Time	Biological_Replicates	dev.stage	organism	rootstock	AssemblyName	Sample_ID	Biological_Reprlicates	geo.loc.name	Organ	Development_stage	sample_disease_status	enviromental_conditions
fruit	auto	SRR8916077	RNA-Seq	49	602931476	PRJNA533137	SAMN11440979	390829433	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5697531	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-11-28T00:00:00Z	GSM3727992	SRP192773	Cabernet Sauvignon	berries							GSM3727992	grape berries	cluster bagging from fruit-set until harvest																																EL37																																																																																		
fruit	auto	SRR8916078	RNA-Seq	49	612973487	PRJNA533137	SAMN11440978	417713917	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5697532	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-11-28T00:00:00Z	GSM3727993	SRP192773	Cabernet Sauvignon	berries							GSM3727993	grape berries	cluster bagging from fruit-set until harvest																																EL38																																																																																		
fruit	auto	SRR8916079	RNA-Seq	49	607740581	PRJNA533137	SAMN11440977	397841535	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5697533	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-11-28T00:00:00Z	GSM3727994	SRP192773	Cabernet Sauvignon	berries							GSM3727994	grape berries	cluster bagging from fruit-set until harvest																																EL38																																																																																		
fruit	auto	SRR8916080	RNA-Seq	49	601520815	PRJNA533137	SAMN11440976	394488446	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5697534	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-11-28T00:00:00Z	GSM3727995	SRP192773	Cabernet Sauvignon	berries							GSM3727995	grape berries	cluster bagging from fruit-set until harvest																																EL38																																																																																		
fruit	auto	SRR8916081	RNA-Seq	49	584604300	PRJNA533137	SAMN11440975	377468163	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5697535	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-11-28T00:00:00Z	GSM3727996	SRP192773	Cabernet Sauvignon	berries							GSM3727996	grape berries	cluster bagging during verasion																																EL36																																																																																		
fruit	auto	SRR8916082	RNA-Seq	49	585802056	PRJNA533137	SAMN11440974	402105524	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5697536	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-11-28T00:00:00Z	GSM3727997	SRP192773	Cabernet Sauvignon	berries							GSM3727997	grape berries	cluster bagging during verasion																																EL36																																																																																		
fruit	auto	SRR8916083	RNA-Seq	49	616791322	PRJNA533137	SAMN11440973	423784588	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5697537	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-11-28T00:00:00Z	GSM3727998	SRP192773	Cabernet Sauvignon	berries							GSM3727998	grape berries	cluster bagging during verasion																																EL36																																																																																		
fruit	auto	SRR8916084	RNA-Seq	49	619027094	PRJNA533137	SAMN11440972	406514078	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5697538	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-11-28T00:00:00Z	GSM3727999	SRP192773	Cabernet Sauvignon	berries							GSM3727999	grape berries	cluster bagging during verasion																																EL37																																																																																		
fruit	auto	SRR8916085	RNA-Seq	49	579667011	PRJNA533137	SAMN11440971	380877542	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5697539	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-11-28T00:00:00Z	GSM3728000	SRP192773	Cabernet Sauvignon	berries							GSM3728000	grape berries	cluster bagging during verasion																																EL37																																																																																		
fruit	auto	SRR8916086	RNA-Seq	49	613879742	PRJNA533137	SAMN11440970	419058031	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5697540	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-11-28T00:00:00Z	GSM3728001	SRP192773	Cabernet Sauvignon	berries							GSM3728001	grape berries	cluster bagging during verasion																																EL37																																																																																		
fruit	auto	SRR8916087	RNA-Seq	49	599176067	PRJNA533137	SAMN11440969	408620859	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5697541	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-11-28T00:00:00Z	GSM3728002	SRP192773	Cabernet Sauvignon	berries							GSM3728002	grape berries	cluster bagging during verasion																																EL38																																																																																		
fruit	auto	SRR8916088	RNA-Seq	49	606367601	PRJNA533137	SAMN11440968	414480186	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5697542	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-11-28T00:00:00Z	GSM3728003	SRP192773	Cabernet Sauvignon	berries							GSM3728003	grape berries	cluster bagging during verasion																																EL38																																																																																		
fruit	auto	SRR8916089	RNA-Seq	49	584405899	PRJNA533137	SAMN11440967	384988840	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5697543	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-11-28T00:00:00Z	GSM3728004	SRP192773	Cabernet Sauvignon	berries							GSM3728004	grape berries	cluster bagging during verasion																																EL38																																																																																		
fruit	auto	SRR8034265	RNA-Seq	49	596231510	PRJNA495848	SAMN10232895	390817083	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866833	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426901	SRP165227	Cabernet Sauvignon								GSM3426901	grape berry	Control																																																E-L 36																																																																		
fruit	auto	SRR8034266	RNA-Seq	49	593215364	PRJNA495848	SAMN10232894	387387863	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866834	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426902	SRP165227	Cabernet Sauvignon								GSM3426902	grape berry	Control																																																E-L 36																																																																		
fruit	auto	SRR8034267	RNA-Seq	49	604121343	PRJNA495848	SAMN10232893	394022211	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866835	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426903	SRP165227	Cabernet Sauvignon								GSM3426903	grape berry	Control																																																E-L 36																																																																		
fruit	auto	SRR8034268	RNA-Seq	49	607169437	PRJNA495848	SAMN10232892	394647904	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866836	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426904	SRP165227	Cabernet Sauvignon								GSM3426904	grape berry	Control																																																E-L 37																																																																		
fruit	auto	SRR8034269	RNA-Seq	49	575604127	PRJNA495848	SAMN10232891	373471091	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866837	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426905	SRP165227	Cabernet Sauvignon								GSM3426905	grape berry	Control																																																E-L 37																																																																		
fruit	auto	SRR8034270	RNA-Seq	49	605327184	PRJNA495848	SAMN10232890	394272009	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866838	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426906	SRP165227	Cabernet Sauvignon								GSM3426906	grape berry	Control																																																E-L 37																																																																		
fruit	auto	SRR8034271	RNA-Seq	49	610980657	PRJNA495848	SAMN10232889	397175474	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866839	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426907	SRP165227	Cabernet Sauvignon								GSM3426907	grape berry	Control																																																E-L 38																																																																		
fruit	auto	SRR8034272	RNA-Seq	49	631558844	PRJNA495848	SAMN10232888	410689519	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866840	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426908	SRP165227	Cabernet Sauvignon								GSM3426908	grape berry	Control																																																E-L 38																																																																		
fruit	auto	SRR8034273	RNA-Seq	49	573380850	PRJNA495848	SAMN10232887	364743131	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866841	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426909	SRP165227	Cabernet Sauvignon								GSM3426909	grape berry	Control																																																E-L 38																																																																		
fruit	auto	SRR8034274	RNA-Seq	49	616935921	PRJNA495848	SAMN10232886	423676435	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866842	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426910	SRP165227	Cabernet Sauvignon								GSM3426910	grape berry	LM-V																																																E-L 36																																																																		
fruit	auto	SRR8034275	RNA-Seq	49	586853302	PRJNA495848	SAMN10232885	377860590	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866843	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426911	SRP165227	Cabernet Sauvignon								GSM3426911	grape berry	LM-V																																																E-L 36																																																																		
fruit	auto	SRR8034276	RNA-Seq	49	576133229	PRJNA495848	SAMN10232884	375475486	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866844	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426912	SRP165227	Cabernet Sauvignon								GSM3426912	grape berry	LM-V																																																E-L 36																																																																		
fruit	auto	SRR8034277	RNA-Seq	49	600295815	PRJNA495848	SAMN10232883	389869243	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866845	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426913	SRP165227	Cabernet Sauvignon								GSM3426913	grape berry	LM-V																																																E-L 37																																																																		
fruit	auto	SRR8034278	RNA-Seq	49	614987387	PRJNA495848	SAMN10232882	395262832	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866846	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426914	SRP165227	Cabernet Sauvignon								GSM3426914	grape berry	LM-V																																																E-L 37																																																																		
fruit	auto	SRR8034279	RNA-Seq	49	601163164	PRJNA495848	SAMN10232913	390059790	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866847	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426915	SRP165227	Cabernet Sauvignon								GSM3426915	grape berry	LM-V																																																E-L 37																																																																		
fruit	auto	SRR8034280	RNA-Seq	49	592113697	PRJNA495848	SAMN10232912	402426178	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866848	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426916	SRP165227	Cabernet Sauvignon								GSM3426916	grape berry	LM-V																																																E-L 38																																																																		
fruit	auto	SRR8034281	RNA-Seq	49	615712881	PRJNA495848	SAMN10232911	403705710	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866849	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426917	SRP165227	Cabernet Sauvignon								GSM3426917	grape berry	LM-V																																																E-L 38																																																																		
fruit	auto	SRR8034282	RNA-Seq	49	575804684	PRJNA495848	SAMN10232910	392209389	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866850	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426918	SRP165227	Cabernet Sauvignon								GSM3426918	grape berry	LM-V																																																E-L 38																																																																		
fruit	auto	SRR8034283	RNA-Seq	49	610404907	PRJNA495848	SAMN10232909	418284851	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866851	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426919	SRP165227	Cabernet Sauvignon								GSM3426919	grape berry	LR-V																																																E-L 36																																																																		
fruit	auto	SRR8034284	RNA-Seq	49	587092079	PRJNA495848	SAMN10232908	378274330	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866852	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426920	SRP165227	Cabernet Sauvignon								GSM3426920	grape berry	LR-V																																																E-L 36																																																																		
fruit	auto	SRR8034285	RNA-Seq	49	615721064	PRJNA495848	SAMN10232907	401369977	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866853	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426921	SRP165227	Cabernet Sauvignon								GSM3426921	grape berry	LR-V																																																E-L 36																																																																		
fruit	auto	SRR8034286	RNA-Seq	49	598803961	PRJNA495848	SAMN10232906	390937050	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866854	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426922	SRP165227	Cabernet Sauvignon								GSM3426922	grape berry	LR-V																																																E-L 37																																																																		
fruit	auto	SRR8034287	RNA-Seq	49	589547420	PRJNA495848	SAMN10232905	375557244	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866855	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426923	SRP165227	Cabernet Sauvignon								GSM3426923	grape berry	LR-V																																																E-L 37																																																																		
fruit	auto	SRR8034288	RNA-Seq	49	599335317	PRJNA495848	SAMN10232904	385515033	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866856	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426924	SRP165227	Cabernet Sauvignon								GSM3426924	grape berry	LR-V																																																E-L 37																																																																		
fruit	auto	SRR8034289	RNA-Seq	49	573252715	PRJNA495848	SAMN10232903	391248977	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866857	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426925	SRP165227	Cabernet Sauvignon								GSM3426925	grape berry	LR-V																																																E-L 38																																																																		
fruit	auto	SRR8034290	RNA-Seq	49	614970923	PRJNA495848	SAMN10232902	395770501	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866858	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426926	SRP165227	Cabernet Sauvignon								GSM3426926	grape berry	LR-V																																																E-L 38																																																																		
fruit	auto	SRR8034291	RNA-Seq	49	582241520	PRJNA495848	SAMN10232901	397568304	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4866859	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2018-10-15T00:00:00Z	GSM3426927	SRP165227	Cabernet Sauvignon								GSM3426927	grape berry	LR-V																																																E-L 38																																																																		
fruit	auto	ERR3988223	RNA-Seq	200	17652146400	PRJEB37020	SAMEA6619816	6499666229	INRAE GRAND EST-COLMAR	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX3990088	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC	Vitis vinifera subsp. sylvestris	ILLUMINA	2020-07-24T00:00:00Z	SAMEA6619816	ERP120306			unspecified	France	Europe			green berries 25 days before veraison						Sylvestris_C1-2_whole_green_berries_1		2020-07-23	2020-04-02	INRAE Grand Est-Colmar	2020-07-23T17:06:36Z	2020-03-11T15:02:29Z	public	ERS4383546	Sylvestris C1-2 whole green berries biological replicate 1 (RNA-seq Illumina)	INRAE Grand Est-Colmar	INRAE Grand Est-Colmar (WIEWS code : FRA038)									France			2020-07-23	2020-03-11	SAMEA6619816	Sylvestris_C1-2_whole_green_berries_1																						FRA038-8500ColC1-2														whole berries									Grand-Est\, Colmar		sylvestris																																						
fruit	auto	ERR3988224	RNA-Seq	200	18917827600	PRJEB37020	SAMEA6619817	6951659295	INRAE GRAND EST-COLMAR	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX3990089	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC	Vitis vinifera subsp. sylvestris	ILLUMINA	2020-07-24T00:00:00Z	SAMEA6619817	ERP120306			unspecified	France	Europe			green berries 25 days before veraison						Sylvestris_C1-2_whole_green_berries_2		2020-07-23	2020-04-02	INRAE Grand Est-Colmar	2020-07-23T17:06:36Z	2020-03-11T15:02:29Z	public	ERS4383547	Sylvestris C1-2 whole green berries biological replicate 2 (RNA-seq Illumina)	INRAE Grand Est-Colmar	INRAE Grand Est-Colmar (WIEWS code : FRA038)									France			2020-07-23	2020-03-11	SAMEA6619817	Sylvestris_C1-2_whole_green_berries_2																						FRA038-8500ColC1-2														whole berries									Grand-Est\, Colmar		sylvestris																																						
fruit	auto	ERR3988226	RNA-Seq	200	20669967200	PRJEB37020	SAMEA6619819	7624260444	INRAE GRAND EST-COLMAR	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX3990091	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC	Vitis vinifera subsp. sylvestris	ILLUMINA	2020-07-24T00:00:00Z	SAMEA6619819	ERP120306			unspecified	France	Europe			ripening berries\, 29 days after veraison\, Total soluble solids : 23.1°Brix\, pH = 2.56						Sylvestris_C1-2_whole_mid_ripening_berries_1		2020-07-23	2020-04-02	INRAE Grand Est-Colmar	2020-07-23T17:06:36Z	2020-03-11T15:02:29Z	public	ERS4383549	Sylvestris C1-2 whole mid-ripening berries biological replicate 1 (RNA-seq Illumina)	INRAE Grand Est-Colmar	INRAE Grand Est-Colmar (WIEWS code : FRA038)									France			2020-07-23	2020-03-11	SAMEA6619819	Sylvestris_C1-2_whole_mid_ripening_berries_1																						FRA038-8500ColC1-2														whole berries									Grand-Est\, Colmar		sylvestris																																						
fruit	auto	ERR3988227	RNA-Seq	200	19316496200	PRJEB37020	SAMEA6619820	7245319109	INRAE GRAND EST-COLMAR	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX3990092	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC	Vitis vinifera subsp. sylvestris	ILLUMINA	2020-07-24T00:00:00Z	SAMEA6619820	ERP120306			unspecified	France	Europe			ripening berries\, 29 days after veraison\, Total soluble solids : 23.1°Brix\, pH = 2.56						Sylvestris_C1-2_whole_mid_ripening_berries_2		2020-07-23	2020-04-10	INRAE Grand Est-Colmar	2020-07-23T17:06:36Z	2020-03-11T15:02:29Z	public	ERS4383550	Sylvestris C1-2 whole mid-ripening berries biological replicate 2 (RNA-seq Illumina)	INRAE Grand Est-Colmar	INRAE Grand Est-Colmar (WIEWS code : FRA038)									France			2020-07-23	2020-03-11	SAMEA6619820	Sylvestris_C1-2_whole_mid_ripening_berries_2																						FRA038-8500ColC1-2														whole berries									Grand-Est\, Colmar		sylvestris																																						
fruit	auto	SRR10735876	RNA-Seq	298	6979961890	PRJNA596533	SAMN13630679	2755999823	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX7411677	HiSeq X Ten	PAIRED	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-12-26T00:00:00Z	GSM4225094	SRP238117									GSM4225094	11-06-25	maturity for '11-06-25'																																																																																																															berries			
fruit	auto	SRR10735877	RNA-Seq	298	8296372764	PRJNA596533	SAMN13630678	3273633015	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX7411678	HiSeq X Ten	PAIRED	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-12-26T00:00:00Z	GSM4225095	SRP238117									GSM4225095	11-06-25	maturity for '11-06-25'																																																																																																															berries			
fruit	auto	SRR10735878	RNA-Seq	298	7134280076	PRJNA596533	SAMN13630677	2821512280	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX7411679	HiSeq X Ten	PAIRED	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-12-26T00:00:00Z	GSM4225096	SRP238117									GSM4225096	11-06-25	maturity for '11-06-25'																																																																																																															berries			
fruit	auto	SRR10735879	RNA-Seq	298	8968342256	PRJNA596533	SAMN13630676	3532369985	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX7411680	HiSeq X Ten	PAIRED	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-12-26T00:00:00Z	GSM4225097	SRP238117									GSM4225097	11-06-25	veraison for '11-06-25'																																																																																																															berries			
fruit	auto	SRR10735880	RNA-Seq	298	7062261288	PRJNA596533	SAMN13630670	2754416766	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX7411681	HiSeq X Ten	PAIRED	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-12-26T00:00:00Z	GSM4225098	SRP238117									GSM4225098	11-06-25	veraison for '11-06-25'																																																																																																															berries			
fruit	auto	SRR10735881	RNA-Seq	298	7768511580	PRJNA596533	SAMN13630694	3014137955	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX7411682	HiSeq X Ten	PAIRED	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-12-26T00:00:00Z	GSM4225099	SRP238117									GSM4225099	11-06-25	veraison for '11-06-25'																																																																																																															berries			
fruit	auto	SRR10735882	RNA-Seq	298	6897627940	PRJNA596533	SAMN13630693	2693578692	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX7411683	HiSeq X Ten	PAIRED	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-12-26T00:00:00Z	GSM4225100	SRP238117									GSM4225100	11-06-25	7 days after veraison for '11-06-25'																																																																																																															berries			
fruit	auto	SRR10735883	RNA-Seq	298	7664682318	PRJNA596533	SAMN13630692	3018859203	GEO	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX7411684	HiSeq X Ten	PAIRED	cDNA	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-12-26T00:00:00Z	GSM4225101	SRP238117									GSM4225101	11-06-25	7 days after veraison for '11-06-25'																																																																																																															berries			
